gene_symbol	GSM121470	GSM121471	GSM121472	GSM121473
SPTLC2	5380.200127	4078.727875	3112.6033	2974.937103
SPTB	24.79857992	26.96682265	57.90348786	45.06742016
SPRYD4	1192.809973	929.0398525	634.0847251	7.321219569
SPRY2	15.04807037	18.51968927	66.76515159	33.97003332
SPRR2A	43.82463134	33.67915931	24.0108152	23.9054113
SPRR1B	66249.89187	66190.14113	63258.29612	63266.03219
SPP1	41.80627181	52.21910306	73.95389103	51.08898062
SPOCK1	166.4199714	102.2061618	175.5477793	173.1312256
SPIRE2	2400.768275	1832.287643	3085.558013	2241.222483
SPIN1	455.2580562	333.445552	448.6734615	402.4282253
SPICE1	534.5128471	438.567347	655.3444018	603.8289705
SPI1	35.17394037	0	62.015207	55.83892522
SPG7	28.63072867	18.89642271	48.9567274	42.2640632
SPG11	25.21075871	23.51849641	56.04586498	42.18573553
SPG11	173.4806852	129.464649	173.3913509	139.5547647
SPEN	40.17072207	29.40343731	63.11276138	46.61366637
SPCS3	74.4635923	39.28155013	98.29639007	82.26145903
SP2	62.52964915	34.28578116	75.37249215	52.54142703
SP140	105.5228338	75.38618414	87.66993625	68.12476521
Sox6	29.85815052	21.82927228	73.25184303	47.59421275
SON	55.27550499	28.12234107	81.0526987	62.26276112
SOD1	274.7521025	209.7817878	173.6302019	155.503632
SOCS6	51.16586979	25.90953848	66.64330855	48.71497533
SOCS5	98.32236407	52.33556635	175.7141047	196.9041568
SOCS3	24.49982626	23.41013491	24.65871074	30.75859887
SOCS2	27.12075674	23.997515	45.24051464	32.19750717
SNX33	809.7784008	538.2984106	869.5551055	708.0676263
SNX17	161.8252413	64.24216594	162.4544874	125.0486737
SNTB1	12.82007691	17.00667916	33.73505031	33.9207159
SNRPD2	141.560628	102.5788443	141.2857095	118.9139733
SNAP91	23.780792	21.90016298	50.19159695	38.46952277
SMURF1	62.97423512	0	63.37385361	54.50638783
SMO	41.89437882	24.7641473	33.82691609	32.56110228
SMG6	25.78092249	20.09143738	38.36218485	43.70007047
SMG1	88.84832825	64.89233494	82.82425784	70.51134161
SMEK1	33.71359193	29.0611365	58.49916495	56.95485275
SMCHD1	84.03991328	67.87176983	121.7482745	98.68996243
SMCHD1	31.76207221	19.35721226	52.35092641	38.58459675
SMC1A	82.24739126	3.980006497	89.25582981	86.13432713
SMARCB1	44.04337979	6.286992452	13.02946935	14.75751312
SMARCA4	10696.19252	7967.833252	5840.509439	5742.507986
SMAP2	24.7894654	19.61241879	34.7639471	37.86610961
SMAD5	597.8891338	400.453468	369.5248021	314.1916222
SMAD4	33.69637562	75.60088169	96.7443418	71.40195622
SMAD2	404.4263854	266.6472699	435.9031504	382.0137138
SMAD2	143.4220153	107.3963738	146.6796816	118.1219935
SLC9A8	102.4492156	59.73453009	94.25236151	88.55184779
SLC9A7	113.1547242	78.32207188	106.5304654	85.87806994
SLC9A1	14.89717445	9.450743164	13.81468006	13.69960608
SLC7A2	38099.13375	34862.65222	60667.78058	35388.43234
SLC7A1	373.1970062	266.5328321	585.4993288	516.5448705
SLC6A19	50.60076963	30.40400892	73.00912396	50.18482789
SLC4A7	256.475467	219.1393603	97.69877896	75.705143
SLC4A5	102.6932821	80.08319944	27.69995173	52.74256475
SLC45A3	4653.032685	4248.373373	4148.811643	3859.047617
SLC43A2	88.21740101	0	54.60502267	44.50945639
SLC41A1	15461.00262	12764.98876	10419.09437	9420.00657
SLC39A14	235.2548421	163.6147251	230.7214028	219.2304436
SLC39A11	854.1499033	639.2599342	553.223494	540.6765618
SLC38A1	1084.464676	741.3111491	879.8701826	775.0629259
SLC37A3	51.16384434	12.52233596	54.83323662	29.19204548
SLC35B2	58.27620709	40.83810738	93.38979014	62.66987159
SLC35A4	53.89414905	40.59910445	158.6386728	104.2125466
SLC35A4	224.962525	146.9108505	216.7839127	205.11309
SLC31A2	41.08318666	29.87232866	88.0035541	61.70963239
SLC2A1	22542.61198	17550.3521	23644.21173	17614.24217
SLC26A3	73.01944745	50.75065282	45.18152713	48.37942346
SLC26A2	51.7917334	36.06412503	102.968007	62.36429698
SLC26A2	63.01170592	43.07015174	79.35366518	53.7656595
SLC25A27	65.53744032	30.18424775	24.98459253	28.28982677
SLC25A25	24.27905236	17.03706089	45.9502987	40.66366452
SLC25A23	2682.976054	1630.155974	776.5443826	697.7419121
SLC24A3	41.68170672	14.43132127	50.64995887	50.54552198
SLC22A18	56.20012228	33.70751559	56.03039285	44.35183404
SLC20A2	28.03828496	28.12537925	61.97362564	39.22959127
SLC20A2	521.2937569	431.4843532	594.5137799	486.3471365
SLC20A2	974.8818307	660.5170172	782.2023479	762.2171881
SLC20A1	140.3230789	101.3848424	90.95292931	105.8003742
SLC1A5	183.6595772	36.01348882	176.0747988	173.1931142
SLC1A3	18.52272744	26.53438937	45.77333619	29.09050962
SLC1A2	49.16675202	19.15162923	60.51537718	64.004343
SLC19A1	10274.73515	8274.105385	4278.222491	3703.216169
SLC16A14	94.71200194	85.42734557	94.45253222	81.42016184
SLC15A4	58.99929224	37.72398016	37.96377745	36.40882816
SLC14A1	327.3378117	247.8237633	194.5427226	132.104933
SLC12A7	30.87796389	0	14.67144939	18.50273613
SLC12A2	50.91572688	34.97139551	142.987644	79.37687338
SKP1	287.1488606	193.4080613	180.0230935	249.6689627
SKIV2L2	293.3761023	192.4236933	146.0791694	116.1792739
SKI	169.047991	104.6569546	155.740549	146.7947555
SKA2	270.9452718	206.1278785	301.9483305	257.0994542
SIVA1	57.59059274	52.10972883	32.2245834	28.09835914
SIRT2	107.9969193	55.36361201	124.2083435	125.5747262
SIN3B	3345.176219	2766.294908	6288.094049	5122.54545
SHROOM3	35.26609828	15.78837183	52.83152951	52.64489692
SHROOM1	60.8728322	119.52476	36.78402737	21.00825454
SHKBP1	61.53211572	50.16934908	88.60116521	81.10201612
SHFM1	77.6435466	0	110.3327419	95.78216858
SHC2	33.00164675	12.54157773	69.75320713	80.09729453
SHC1	11.44074641	0	18.19619451	29.56627768
SH3PXD2A	334.6223376	288.5788273	209.9906796	183.7741186
SH3PXD2A	20.22511699	0	28.16508271	27.18066829
SH3GL1	73.5967003	53.4252577	79.11578115	69.45536859
SH3BP4	872.2148793	704.6059696	291.5655628	255.7707849
SGMS2	63.29526872	14.35232877	58.64905123	93.42363542
SFXN4	37486.96115	31089.16147	9513.39636	11544.32549
SFTA3	20.26461323	28.47173096	17.73203054	14.90063034
SFN	17.93433462	25.45482527	20.11860694	36.8343118
SFN	259.8782207	9.053755238	136.554138	122.279162
SF3B3	63.48059727	21.16391241	73.85912422	51.15860522
SF1	721.4313711	517.6266822	645.4045238	479.9639149
SEZ6L	12.32688017	9.063882481	14.61149487	12.14368978
SEZ6L	156.1651252	99.05456374	175.7982344	151.181105
SETX	73.13996164	25.18138971	38.55365249	37.96571147
SETDB1	319.2745009	240.2658019	263.0716973	194.0311752
SETD5	275.874201	168.3026259	98.48302266	88.88739966
SETBP1	83.80496124	39.65828357	114.7190914	92.71675238
SET	605.9362411	484.4954067	384.731007	360.7095547
SERPING1	20.03168665	7.635941219	30.32828019	40.47896594
SERPIND1	13.19782307	0	26.99887074	23.75068998
SERPINB9	14072.00264	8529.045562	4923.351417	4044.919176
SERPINA3	24.56767878	0	44.464007	26.07247682
SERINC5	252.8732067	186.0465683	201.8784473	139.7375292
SERINC3	126.7961205	55.26031413	116.7449737	112.8837097
SERHL	50.69495299	26.43514239	92.47790134	59.27277156
SEPT5/SEPT5-GP1BB	58.78662014	20.72945369	67.96037381	57.02060931
SEPP1/CCDC152	1150.736342	847.983425	515.8341195	522.2647244
SENP5	29.12291268	17.55152484	40.9769752	34.13249071
SEMA5A	39.61068553	22.36399071	67.05235305	41.36571252
SEMA4D	996.79921	694.4372049	739.1124597	499.7285968
SEMA3F	48.69786067	25.48014338	59.99802776	45.49580482
SEMA3C	63.16867819	45.84096542	124.6947487	66.77578868
SELT	66.12887131	57.0052381	64.91623179	45.0954634
SELPLG	72.45029639	0	85.20793321	67.07846227
SELM	68.30420311	38.25869859	57.58437513	55.33027887
SELL	113.0969989	155.6385085	83.79416713	71.36617692
SECISBP2	338.2215598	248.7939532	364.6597835	296.742925
SEC62	918.0923028	694.9911651	595.7476824	529.6575026
SEC24C	70.32965171	55.75958721	172.9532961	145.3867915
SEC11A	66.48129937	32.42338117	80.30230029	64.31571966
SDCCAG8	188.6614225	145.8839481	268.1581608	201.0458532
SDCCAG3	52.63533275	39.76867052	33.74858842	35.01536925
SDC4	38.62024116	22.08144063	52.81702439	44.72026419
SDC2	46.10326101	0	54.058663	26.64687973
SDC1	66.31014896	58.67319502	71.97055708	63.01122551
SCYL2	55.15701625	45.73766754	64.59615206	47.80115252
SCYL2	24.46336818	1.276032617	28.86519669	27.71058882
SCN4A	0	0	29.35933791	21.97332879
SCGB3A1	461.106539	340.1315578	394.4010897	274.507537
SCFD2	31.35596976	25.95308562	51.49028905	36.61383391
SBNO2	29.97562654	25.32620928	41.31059305	33.65575563
SAT2	75.2180719	38.42782355	86.41089149	81.12909235
SASH1	9.189460294	27.44584124	55.72191722	26.01832436
SAP18	3667.113172	2554.321585	1469.038341	1122.935446
SAMSN1	103.703981	0	54.19694518	48.48289335
SAMD4B	34.20577594	24.44716459	48.6298786	35.31707583
SAMD12	28.95378772	35.23166566	58.05434115	29.65814347
SAAL1	55.8882032	36.46415113	55.72481824	47.21514551
S100P	74.02710813	0	96.80719734	79.09160594
S100B	43.14610606	30.91543469	26.78129388	27.60905295
S100A8	32.99759585	20.86515874	66.62203437	35.3016037
S100A7	49169.14914	40338.52036	21670.71322	17912.76052
S100A6	176.3294787	125.8937831	342.5936219	295.7333684
S100A4	322.0493654	214.7228696	248.9050262	199.032542
S100A3	35.27825098	5.440354937	63.87282988	55.55172376
S100A2	37.7715782	39.93779548	79.14672541	38.33124059
S100A13	424.0205752	285.6358505	72.22294624	77.80451794
S100A12	31.26381185	25.45381255	60.38773209	36.4252673
S100A11	1668.03085	877.9519625	521.9514137	554.5424933
S100A10	71.20262005	0	39.62219662	33.16548244
S100A1	0.016203589	0	22.34659398	20.92412482
RYR1	41.75057197	19.04022956	54.73460178	58.3531467
RYK	151.8428179	84.1827074	72.54689401	60.00479682
RYBP	28.01195413	3.719736352	56.13289573	49.35223378
RXRG	152.6347683	114.9654752	221.618954	184.2827649
RXRB	60.92245569	0	74.8280665	64.47430902
RXRA	204.2148423	82.13092797	83.93921837	68.41970273
RWDD4	2279.889503	1453.294815	1195.580008	1138.936532
RUNX3	33.50699618	13.74975782	141.8494753	78.54814729
RUNX2	179.7879322	0	105.2259713	96.90873321
RUNX1	34.15108883	30.43439065	19.17674089	19.53259993
RTN1	147.8354678	106.5527745	61.63517275	65.97220482
RSAD2	52.40443161	59.44792911	66.71776819	52.49597765
RRP12	41.83057719	0	46.96662439	26.34033811
RRAS	288.7803595	183.7689514	147.9890108	117.5649967
RPS9	199.1866661	149.1297295	221.029079	156.2704695
RPS6KB1	67.31882236	37.72499288	60.8567311	57.73909645
RPS6KA3	326.0040538	186.11037	159.6907778	139.9106237
RPS6KA1	69.60656656	23.94890424	96.16220283	78.00565566
RPS29	36.29097527	0	41.62487074	21.30319206
RPS27	645.3626108	0	364.7294081	313.1830326
RPS21	858.3506837	664.3754968	605.757185	583.3458014
RPS20	0	0	93.69826577	95.51043926
RPS18	3212.265269	2217.699117	1119.822646	1108.745567
RPRD2	75.32136978	49.12725577	97.91248779	79.41071867
RPRD1B	54.66381952	14.88603448	50.36565844	59.11418221
RPLP1	58.21038001	26.55869476	77.13728224	70.85172852
RPL6	1849.401671	1527.880947	1610.780478	1458.563707
RPL5	33.28217138	26.09891792	43.06281203	35.27065943
RPL5	35.47471949	28.31678414	65.99638002	47.00627173
RPL4	4043.648118	2981.768206	3246.63258	2756.92799
RPL4	6202.625428	3295.412973	2190.853924	1962.845946
RPL36AL	1908.369568	955.6724761	766.1886911	665.4699453
RPL3	622.242115	328.1287494	160.4624504	164.0181397
RPL27A	661.4335327	575.2334785	264.910947	197.8141116
RPL26	436.1479486	377.5902042	352.9212702	285.7635132
RPL18A	856.6493069	682.1660246	1226.23417	1013.953615
RPL17-C18ORF32/C18orf32	240.7772277	175.9993306	228.9382396	188.8605821
RPL15	3021.31509	2430.158547	3065.740146	2835.421018
RPH3AL	261.3952817	194.7853663	205.6120662	191.6919823
RPGRIP1L	91.83890311	57.29588997	36.14676892	39.38141156
RPAP3	68.46826444	59.11170464	33.15871338	46.39222148
ROD1	70.85829379	58.55470628	103.8296114	80.64462121
ROCK1	176.159341	130.9138575	299.3441773	215.3150271
RNPEP	22.3093036	16.75552354	41.91787424	29.31872357
RNF8	80.26447709	57.36475522	92.86083661	73.9741982
RNF40	329.305535	0	272.9757959	173.1099514
RNF34	69.05969544	39.44358602	71.23853182	50.96520356
RNF217	67.62567783	50.50557354	86.17590848	67.88301315
RNF19B	92.23487831	74.77652411	88.693031	71.66594948
RNF169	82.32739648	58.11315848	84.364702	78.3499106
RNF144B	104.2731321	52.33556635	115.4211394	96.62056475
RNF14	2720.321275	2036.230062	2302.770625	1978.419614
RNF139	40.4846666	41.77690281	55.50240634	58.97783404
RNF122	446.8099101	316.6626849	387.3477314	343.6708691
RNF111	387.4521134	286.3032358	517.7778061	406.1057577
RNASE2	31.21722653	16.91958487	78.02402882	70.60514141
RLF	16.56614409	13.28998098	27.11201071	27.8836833
RLF	52.7750887	36.32439518	34.25530076	36.1322638
RIPK2	330.8793086	248.0354227	163.7319053	144.9322976
RIPK1	40.86443821	29.03581839	80.34484865	37.40194565
RING1	83.03022715	28.14259556	82.16185718	61.3711795
RIN2	80.62905783	76.75842556	77.81612204	87.63802498
RIMS4	25.8437114	0	13.31183577	15.98851464
RIC8B	43.2605439	17.59507198	22.22184991	19.09841322
RHOC	602.4109478	0	290.7087935	205.0821457
RHOB	16.35144654	0	10.13521362	9.714565023
RHOA	1437.68367	671.9395346	370.9027888	315.8287672
RGS16	21.85459038	19.63672417	27.05689124	24.86565051
RGL2	18.7171705	9.407196019	65.20826829	57.24979027
RGL1	38.54732501	17.92218193	35.02987438	27.2164476
RFFL	0	18.70400509	23.78743629	30.27606175
RFC4	1552.958026	1148.734186	482.7517997	492.8734752
RFC3	107.4551118	106.3421278	168.6172311	147.8758708
RER1	112.2017506	89.2463289	131.050894	106.3554369
RELB	35.58105554	30.66529179	18.66616053	16.73407801
RELA	321.0943664	242.352014	285.7141958	231.0627567
REL	28.68744123	8.763103364	17.95250843	11.91257481
RCOR1	74.19218219	56.35405637	19.81399934	19.6689481
RCC1	58.2012655	0	50.18772892	56.08454531
RCAN1	54.8045882	6.360921326	57.20047285	56.40849308
RC3H1	155.5433124	119.5034928	245.8193028	208.9472777
RC3H1	82.336511	58.7056022	76.71469963	65.55058921
RBPMS	3430.21873	2845.066629	2857.013346	2713.643734
RBMX	3.382499161	0	9.841243106	4.196815867
RBMX	84.69210772	51.39272003	67.48557275	63.07214703
RBMS2	48.76368775	22.92909087	58.14620693	44.37697626
RBM47	34.36781183	8.438018864	55.75382849	35.63328753
RBM26	35.22052569	45.38523948	78.61487086	68.92351404
RBM19	265.6669528	217.6425538	163.8711545	127.3917347
RBM17	19.29442336	28.02309409	34.40712105	32.3299873
RBFOX2	35.5668774	27.71826408	55.61071126	31.62310426
RBBP6	148.676029	99.78878886	83.90924111	80.26748799
RB1	63.28514148	50.39518659	33.33277487	36.76758823
RASAL2	91.51078043	78.74539064	112.7367245	91.58535271
RASA2	0	3.536433254	29.30131742	19.20478413
RASA1	145.7563448	112.8701486	92.7302905	69.96884997
RARS2	110.9368579	121.1927169	245.5069592	195.0146226
RAPGEF2	93.70940489	58.90105799	65.34171543	51.52800237
RAPGEF1	45.05610409	29.55230779	65.41424105	59.0319865
RAPGEF1	132.1250757	117.6967926	143.3744473	121.2841105
RAPGEF1	64.8528387	52.94117548	104.3498618	87.98518095
RAPGEF1	70.03697439	9.895329131	80.41447324	77.09570088
RAP1GDS1	6637.760653	4759.336329	3267.315919	3061.79862
RAP1GDS1	83.71786695	13.42973694	105.3023649	89.52272409
RANGAP1	62.72307949	49.79160291	47.95780786	40.84352806
RAN	379.8738975	258.4006559	393.7928415	327.1234237
RALGAPB	26.0270145	0	49.83186988	39.30695193
RALGAPA2	34.01740922	18.608809	70.77049982	59.30951788
RALB	111.2113062	84.46120658	146.852776	162.3249083
RALA	24.11296557	21.02922008	44.33055986	44.72509923
RAF1	93.09366851	80.28878247	59.84040541	45.71724971
RAD9A	202.3332005	153.0115017	167.2353762	147.5915704
RAD54L2	37.32496678	50.89749785	77.22914802	72.95013645
RAD54L	55.05878199	28.43932378	25.75239709	30.73442367
RAD52	63.0319604	59.1724681	138.4717154	82.31271047
RAD51AP1	130.6120656	105.9208345	141.927803	120.5443492
RAD50	424.5137719	297.8665219	186.7312299	165.9647274
RAD23B	991.674825	707.6887024	580.3857891	465.6144793
RAD23A	160.261595	89.35772857	176.4848103	143.5436738
RAD21	964.4821648	599.4426529	346.583498	348.3772983
RAD17	75.63227614	62.05265601	45.3526876	39.22088819
RAD1	104.9972299	0	41.1287955	38.7770314
RAC1	3587.553551	2964.698738	4165.829054	3831.394081
RAC1	3109.460588	2249.183702	1153.782043	1227.228254
RABL3	473.6501422	362.2312275	316.4225102	271.9894475
RABGEF1	58.88991802	0	111.1198867	83.09695417
RABGAP1L	114.2444155	0	90.01396428	76.43523424
RAB9A	217.1331534	169.0540673	236.3474569	204.7185506
RAB8A	483.4279953	375.8300894	516.8475441	455.1147035
RAB7L1	127.3247626	0	179.839362	148.5421395
RAB7A	225.5205361	169.7690507	190.3478408	159.25369
RAB5C	248.4121562	198.2478707	102.0938315	109.8240956
RAB5B	183.5431139	0	114.2510594	109.5581683
RAB4A	1454.258929	1134.12665	1247.339125	1329.901324
RAB3GAP1	51.49703063	0	55.93756006	74.79518822
RAB3D	17.17681684	0	14.98089203	15.15398651
RAB3B	769.705913	596.786277	380.0033036	359.3073927
RAB3A	86.05219646	84.89870348	51.95542003	45.54705626
RAB39	203.7378491	156.5702149	109.047588	93.22056369
RAB35	128.8175182	87.83560395	123.1252943	6.27878466
RAB31	425.2287552	244.3065719	396.782831	340.4207543
RAB31	92.92150538	44.06160883	60.35678783	55.58653606
RAB31	72.60423048	60.06366548	29.00444588	40.74199219
RAB31	28.20639719	35.66612438	23.44704939	21.94141752
RAB2A	132.5342164	116.3751874	149.0575549	126.2999824
RAB27B	123.7336422	52.33455363	122.5402543	116.7304686
RAB27A	626.1522436	478.6388221	770.0103077	591.3062135
RAB25	91.74471975	84.65159875	222.7397166	155.6158049
RAB1A	402.9062862	135.4994731	146.2280887	119.2021417
RAB13	165.4548452	102.1879327	58.50109897	50.07265493
RAB11FIP3	133.8112617	92.72807504	102.3249465	94.97181566
RAB11A	265.746958	198.4666192	120.3064652	101.1326253
RAB10	608.5450189	413.2360741	335.465804	299.6197746
R3HDM2	68.28192317	0	80.5730626	72.50821368
PYCARD	25940.72735	21345.31665	4860.047188	6284.193137
PXN	234.3595938	208.579684	307.5608465	286.9171541
PXDN	32.18944186	7.866842359	34.98926003	23.76326109
PVRL2	63.93227231	84.05307869	137.1033987	108.0525364
PVRL1	68.99589381	36.90772437	83.48279047	70.96390148
PURB	112.1257963	46.08098108	145.3577813	128.4525428
PTTG1IP	138.8981759	89.82763265	75.50207126	74.2778388
PTPRZ1	41.96324408	32.43857204	63.6890983	27.67867755
PTPRU	35.16583858	10.59107072	66.96725632	43.33550836
PTPRN2	36.60491981	0	99.12608316	72.311911
PTPRN	4057.208496	14.92654345	32.98851993	30.65319497
PTPRM	41.03660134	30.02727548	65.9238544	60.63915424
PTPRK	76.07483666	40.75607671	79.48711232	62.49774412
PTPRH	233.6922085	149.2694854	212.7505212	165.0557396
PTPRG	73.49340242	58.78965831	62.51901831	59.54546789
PTPRF	144.6129791	66.49952841	33.65865666	40.07669051
PTPRE	25.47609248	19.20631634	74.77874908	61.33540019
PTPRE	62.00809614	41.45485648	21.12236152	19.11195134
PTPRD	86.98390281	66.27470361	51.36070994	54.96281573
PTPRC	44.86166102	50.21593439	45.97640793	28.85359259
PTPRB	156.4223571	58.54862993	125.0070923	92.321246
PTPRA	1963.207576	1469.677656	1134.291991	1041.345091
PTPN9	68.79031077	73.96128105	84.30281348	62.50548019
PTPN6	97.33090698	0	107.4017399	86.35480501
PTPN4	49.12725577	28.4484383	33.37435623	24.00598016
PTPN3	47.4613243	27.00328072	66.08244376	54.90382822
PTPN2	108.7463353	0	54.3042831	48.12510029
PTPN18	160.1876661	120.0402367	182.534414	139.5228534
PTPN13	66.99373786	17.54443577	103.4544122	84.00594194
PTPN12	55.30386127	47.8572995	76.66731622	69.77931635
PTPN1	30.32299098	34.57136941	61.42049692	46.23653315
PTP4A2	453.5850356	379.4637441	384.6797556	339.4324719
PTP4A1	410.4419677	328.1388766	313.818357	282.6884269
PTOV1	160.8408733	140.9894515	179.2978373	171.2648997
PTK7	16.06484556	3.716698179	38.66389143	34.29784912
PTK2B	35.04228621	34.0872872	24.27094043	21.97042777
PTK2	133.4659227	84.75084573	142.0128997	121.3547021
PTHLH	20.94820214	0	79.76077566	48.2788546
PTEN	229.8914542	171.4289058	231.7174213	190.9473859
PTEN	107.1634472	103.2948404	131.5431012	123.5198336
PTCD1/ ATP5J2-PTCD1	111.8999588	49.67919052	111.6401371	109.0872353
PTBP1	7691.198495	5415.033792	3557.678524	2727.496127
PSMG1	333.2187017	246.5376035	303.8978192	236.5679348
PSME4	453.4250252	306.6245616	210.0206569	203.8608143
PSME3	504.6536839	399.8367189	289.1045268	271.5011083
PSMD7	225.3919201	36.67378506	212.8830014	180.1700788
PSMD5	179.8193266	12.09395359	104.2802372	68.1470064
PSMD13	60.14670888	36.98570414	59.86844865	43.15177679
PSMC5	63.38033756	48.52671026	69.93113665	70.43881599
PSMC1	46.89419869	23.07492317	43.44091226	34.99893011
PSEN2	93.72155758	62.72206677	58.30866432	50.81821831
PSD3	74.101037	20.38310198	53.17288343	55.4279467
PRUNE2	1713.474828	907.5387029	518.8976016	543.5843556
PRSS12	1088.760653	2444.89875	2448.814015	2045.993185
PRRX1	50.52278986	38.38528913	123.0179563	79.79848898
PRODH	90.78364439	0	94.91476217	110.1654495
PRMT2	30.63896096	13.17858131	64.22868892	44.70189103
PRMT1	165.5014305	134.5181433	178.4313979	155.0220619
prkrip1	225.4820526	191.3096965	332.5164288	264.4680572
PRKDC	103.2047079	115.5022191	261.520616	200.1552386
PRKD3	374.3910081	359.2315381	200.7982991	167.0835559
PRKCZ	91.87131028	67.38464944	50.74375867	46.453143
PRKCQ	56.87358394	0	97.91248779	74.20241215
PRKCI	167.7648693	132.6668832	158.7943611	177.8985764
PRKCD	151.2078397	118.6639444	174.9675743	148.6088631
PRKCA	28.31374597	25.39507454	52.9823828	32.13658565
PRKCA	0	16.17421979	21.10108734	23.87350003
PRKAR2A	74.52739393	47.42486622	87.17869605	76.66344819
PRKAR1B	41.91463331	14.47081752	64.40468442	78.26868191
PRKAR1B	33.38749471	21.26923574	12.50244985	18.13720701
PRKAR1A	506.3044245	415.7678848	914.5935154	876.4150621
PRKAG1	3441.691883	2866.713611	3911.132616	3419.925296
PRKAG1	613.2460851	438.7597646	284.3555492	322.3473699
PRKACB	113.2083986	76.06876031	71.726871	64.238359
PRKACA	46.03338304	29.51483699	80.09052548	72.59040938
PRIC285	122.8353557	69.44453067	27.77344436	33.63738247
PRDX3	9562.527672	7754.382364	5230.602821	4695.100721
PRCC	220.106512	186.0273266	73.18318544	41.02145758
PRAME	358.9530389	282.0903027	419.2474	378.1186045
PPWD1	52108.01429	45546.31328	10434.14005	12909.23058
PPP6R2	17572.28872	13249.03654	12766.03309	10320.34348
PPP6R2	61.49565764	10.52220547	18.06178036	11.37588522
PPP6C	100.0551353	84.79338015	145.6565868	119.8384332
PPP5C	66.90259268	41.61587964	73.61930617	68.66048779
PPP4R1	61.71136792	19.81597637	45.14768184	33.77759867
PPP4C	28.14462101	36.17451198	30.81081732	50.05524879
PPP3CB	1563.905576	1060.075237	1368.647411	1163.920157
PPP3CA	1559.188306	589.8379756	1017.137006	870.2436153
PPP2R5E	294.9356978	202.7909519	275.3527022	236.1395501
PPP2R5D	33.19406437	3.830123301	43.26781778	39.45490419
PPP2R5C	58.97701231	56.99612358	116.5535061	82.21407562
PPP2R5A	92.43944862	66.69802237	41.6906273	44.30154961
PPP2R4	33.16064446	24.3266504	54.60502267	30.21417322
PPP2R3A	126.2057022	97.1192476	168.0873105	168.0834425
PPP2R2A	563.1425631	357.5382631	175.392091	156.7723468
PPP2R1B	140.6096799	109.0197708	123.2780816	113.0190909
PPP2CA	58.4554593	15.24453888	79.4610031	72.1011032
PPP2CA	29.41862818	0	40.56019464	20.19790162
PPP1R8	175.1952275	125.0410693	164.5615984	146.2010125
PPP1R14C	5.106155918	1.115009454	97.07892666	58.45564958
PPP1R12C	23.08302496	18.60273266	76.37818075	33.39272938
PPP1R12C	24.71756198	3.286290352	33.28732548	23.83772072
PPP1CC	354.3410925	250.2330345	279.4837615	230.3587747
PPP1CB	274.996169	221.7450999	384.2852162	317.0046492
PPP1CA	102.8137963	77.31339848	73.59803199	63.07601507
PPM1D	64.21988601	29.29811399	105.6330818	106.4356986
PPARA	414.2174039	298.1764155	279.1046943	226.8978521
PPAP2B	89.33544864	0	71.72880501	55.56526188
POU2F1	50.41746653	0	80.75195913	72.75866882
POU2AF1	255.847578	118.0158008	95.21356772	73.6338113
POP1	16714.45352	12818.95886	7113.76922	7138.970423
POMP	184.751294	368.3501077	265.1681712	404.7055297
POM121C	54.57469978	20.48639986	51.64501037	40.19659953
POLR3D	54.5878652	38.44706531	71.98989725	71.22209268
POLL	4398.880408	2822.696562	2469.0593	2026.292325
POLD1	89.32329595	99.88499767	47.92396257	31.58248991
POLB	135.4295951	314.9015573	138.3218291	135.6615894
POFUT2	0	0	11.59346208	5.985781156
PMS2	118.8907946	75.26263177	45.26952489	45.35848965
PMF1	6539.545638	4491.512274	2594.143753	2339.5943
PMEPA1	188.9338453	129.2094425	167.2895287	122.0161358
PMEPA1	321.6331357	232.3564251	163.8769565	127.8017462
PMAIP1	58.93650334	41.19154816	97.05765248	87.35855959
PLXND1	274.9161638	193.725044	86.44473678	100.6578243
PLXNA3	179.9479426	110.3737832	148.0963487	127.7920761
PLXDC2	24.43805007	0	21.34960846	27.40308019
PLK3	32.88417073	0	58.56975655	48.84455444
PLK1	150.6569177	119.0791613	191.6803782	166.9994262
PLEKHM3	394.866268	301.183194	256.0309101	238.002975
PLEKHB2	128.6615586	103.5247288	120.7802992	115.1745523
PLEKHA6	113.1456096	73.16730519	95.34604785	56.63574002
PLD2	69.52959951	66.05089154	96.92517235	77.66236772
PLD2	36.15932112	29.89157043	30.31570909	22.8871516
PLCD3	390.5145917	277.6626721	268.1030413	222.6381807
PLCD1	104.0402055	102.9596286	84.55810366	67.70605063
PLAUR	21.74926706	17.66596268	36.66701937	39.04489269
PLAGL1	92.76149494	0	129.7715421	135.5735916
PLA2G2A	102.9910231	32.55300989	43.31036614	36.72697388
PKP4	69.60454111	21.31683378	51.9989354	25.78237434
PKP1	15.01971409	21.66419822	56.03716191	41.00211742
PKP1	26.98910258	23.59343801	79.49291437	61.5355709
PKP1	10.81387007	13.7781141	35.2783955	25.97867702
PKN2	29.39229735	35.50510122	50.64609084	39.34950029
PKN1	2997.881662	2373.896649	3636.477126	3231.215567
PKD1	3.890886759	9.759624075	45.20183431	30.61064661
PITPNB	34.33439193	15.65671767	34.88675715	54.1988792
PIP4K2B	236.6959487	24.14841092	208.7219648	133.0893474
PINK1	198.0119059	148.9575663	156.9676825	112.3982716
PIM1	348.8774449	242.6143095	114.5740402	109.5020818
